Delta_X,Delta_Y,U1
0.38818206638097763,0.2125672996044159,"[[0.38818207]
 [0.2125673 ]]"
0.38739340752363205,0.21213385462760925,"[[0.38739341]
 [0.21213385]]"
0.3866029381752014,0.21170082688331604,"[[0.38660294]
 [0.21170083]]"
0.38581663370132446,0.2112683355808258,"[[0.38581663]
 [0.21126834]]"
0.38502737879753113,0.21083714067935944,"[[0.38502738]
 [0.21083714]]"
0.38417869806289673,0.21048153936862946,"[[0.3841787 ]
 [0.21048154]]"
0.383395679295063,0.2100534588098526,"[[0.38339568]
 [0.21005346]]"
0.3825821354985237,0.20960839092731476,"[[0.38258214]
 [0.20960839]]"
0.3818007782101631,0.20918400585651398,"[[0.38180078]
 [0.20918401]]"
0.38102103024721146,0.20875592529773712,"[[0.38102103]
 [0.20875593]]"
0.38024262711405754,0.2083297073841095,"[[0.38024263]
 [0.20832971]]"
0.37947050854563713,0.20790764689445496,"[[0.37947051]
 [0.20790765]]"
0.3786945454776287,0.2074861228466034,"[[0.37869455]
 [0.20748612]]"
0.3779253475368023,0.2070659101009369,"[[0.37792535]
 [0.20706591]]"
0.377153180539608,0.20664426684379578,"[[0.37715318]
 [0.20664427]]"
0.37638451904058456,0.2062225043773651,"[[0.37638452]
 [0.2062225 ]]"
0.3756200075149536,0.2058040201663971,"[[0.37562001]
 [0.20580402]]"
0.37497612833976746,0.20537421107292175,"[[0.37497613]
 [0.20537421]]"
0.3742118366062641,0.20495718717575073,"[[0.37421184]
 [0.20495719]]"
0.37339218333363533,0.20451143383979797,"[[0.37339218]
 [0.20451143]]"
0.37263066694140434,0.20409345626831055,"[[0.37263067]
 [0.20409346]]"
0.37186388298869133,0.20367667078971863,"[[0.37186388]
 [0.20367667]]"
0.3710278682410717,0.20333588123321533,"[[0.37102787]
 [0.20333588]]"
0.3702705018222332,0.20292702317237854,"[[0.3702705 ]
 [0.20292702]]"
0.3694939687848091,0.20250171422958374,"[[0.36949397]
 [0.20250171]]"
0.36874140053987503,0.20208600163459778,"[[0.3687414]
 [0.202086 ]]"
0.36798659712076187,0.20167367160320282,"[[0.3679866 ]
 [0.20167367]]"
0.36728984862565994,0.20131878554821014,"[[0.36728985]
 [0.20131879]]"
0.3665410652756691,0.20091256499290466,"[[0.36654107]
 [0.20091256]]"
0.3657403662800789,0.2004755139350891,"[[0.36574037]
 [0.20047551]]"
0.36499547958374023,0.2000671774148941,"[[0.36499548]
 [0.20006718]]"
0.3642471432685852,0.19965772330760956,"[[0.36424714]
 [0.19965772]]"
0.3635038211941719,0.19924913346767426,"[[0.36350382]
 [0.19924913]]"
0.36276302486658096,0.19884543120861053,"[[0.36276302]
 [0.19884543]]"
0.3620227091014385,0.1984425038099289,"[[0.36202271]
 [0.1984425 ]]"
0.361283790320158,0.1980372816324234,"[[0.36128379]
 [0.19803728]]"
0.36054277420043945,0.19763419032096863,"[[0.36054277]
 [0.19763419]]"
0.35980913043022156,0.19722816348075867,"[[0.35980913]
 [0.19722816]]"
0.3590780347585678,0.19682298600673676,"[[0.35907803]
 [0.19682299]]"
0.3584205061197281,0.1964750736951828,"[[0.35842051]
 [0.19647507]]"
0.3576842099428177,0.19607466459274292,"[[0.35768421]
 [0.19607466]]"
0.3569006770849228,0.19564196467399597,"[[0.35690068]
 [0.19564196]]"
0.3561742566525936,0.19524183869361877,"[[0.35617426]
 [0.19524184]]"
0.3554406724870205,0.19484201073646545,"[[0.35544067]
 [0.19484201]]"
0.35471678152680397,0.19444748759269714,"[[0.35471678]
 [0.19444749]]"
0.35399455204606056,0.19404888153076172,"[[0.35399455]
 [0.19404888]]"
0.3532712198793888,0.19365501403808594,"[[0.35327122]
 [0.19365501]]"
0.3525528348982334,0.1932622194290161,"[[0.35255283]
 [0.19326222]]"
0.35183558613061905,0.19287016987800598,"[[0.35183559]
 [0.19287017]]"
0.3511185422539711,0.19247961044311523,"[[0.35111854]
 [0.19247961]]"
0.3504038527607918,0.19208934903144836,"[[0.35040385]
 [0.19208935]]"
0.3496134951710701,0.191765695810318,"[[0.3496135]
 [0.1917657]]"
0.3489018939435482,0.19137157499790192,"[[0.34890189]
 [0.19137157]]"
0.3481718860566616,0.19097302854061127,"[[0.34817189]
 [0.19097303]]"
0.3474591337144375,0.1905847191810608,"[[0.34745913]
 [0.19058472]]"
0.34674879536032677,0.19019272923469543,"[[0.3467488 ]
 [0.19019273]]"
0.3460412099957466,0.18980401754379272,"[[0.34604121]
 [0.18980402]]"
0.34533748775720596,0.18941745162010193,"[[0.34533749]
 [0.18941745]]"
0.3446325212717056,0.18903440237045288,"[[0.34463252]
 [0.1890344 ]]"
0.34393416345119476,0.1886477768421173,"[[0.34393416]
 [0.18864778]]"
0.343235295265913,0.1882666051387787,"[[0.3432353 ]
 [0.18826661]]"
0.3426731042563915,0.18791189789772034,"[[0.3426731]
 [0.1879119]]"
0.34197618812322617,0.18753163516521454,"[[0.34197619]
 [0.18753164]]"
0.34122248739004135,0.18711988627910614,"[[0.34122249]
 [0.18711989]]"
0.3405282348394394,0.1867412030696869,"[[0.34052823]
 [0.1867412 ]]"
0.33983083069324493,0.1863570511341095,"[[0.33983083]
 [0.18635705]]"
0.33913709968328476,0.18597665429115295,"[[0.3391371 ]
 [0.18597665]]"
0.33844753354787827,0.18559682369232178,"[[0.33844753]
 [0.18559682]]"
0.33775725215673447,0.18522053956985474,"[[0.33775725]
 [0.18522054]]"
0.33707087486982346,0.1848457157611847,"[[0.33707087]
 [0.18484572]]"
0.33638273924589157,0.18447323143482208,"[[0.33638274]
 [0.18447323]]"
0.33569975942373276,0.18409831821918488,"[[0.33569976]
 [0.18409832]]"
0.33501551300287247,0.18372289836406708,"[[0.33501551]
 [0.1837229 ]]"
0.3344001844525337,0.18339912593364716,"[[0.33440018]
 [0.18339913]]"
0.3337176740169525,0.18302838504314423,"[[0.33371767]
 [0.18302839]]"
0.33298730850219727,0.18262629210948944,"[[0.33298731]
 [0.18262629]]"
0.3323091007769108,0.1822538673877716,"[[0.3323091 ]
 [0.18225387]]"
0.3316292203962803,0.18187925219535828,"[[0.33162922]
 [0.18187925]]"
0.33095184341073036,0.1815105676651001,"[[0.33095184]
 [0.18151057]]"
0.3302777148783207,0.1811385154724121,"[[0.33027771]
 [0.18113852]]"
0.3296043202280998,0.1807723492383957,"[[0.32960432]
 [0.18077235]]"
0.32893653959035873,0.18040494620800018,"[[0.32893654]
 [0.18040495]]"
0.3282656669616699,0.18003696203231812,"[[0.32826567]
 [0.18003696]]"
0.327600359916687,0.1796700358390808,"[[0.32760036]
 [0.17967004]]"
0.3269312046468258,0.17930448055267334,"[[0.3269312 ]
 [0.17930448]]"
0.32619434222579,0.17901569604873657,"[[0.32619434]
 [0.1790157 ]]"
0.3255295604467392,0.17865432798862457,"[[0.32552956]
 [0.17865433]]"
0.3248429149389267,0.1782759577035904,"[[0.32484291]
 [0.17827596]]"
0.32418201118707657,0.1779165416955948,"[[0.32418201]
 [0.17791654]]"
0.3235188499093056,0.17754949629306793,"[[0.32351885]
 [0.1775495 ]]"
0.322857391089201,0.17718617618083954,"[[0.32285739]
 [0.17718618]]"
0.32219911739230156,0.17682133615016937,"[[0.32219912]
 [0.17682134]]"
0.32154253125190735,0.17645981907844543,"[[0.32154253]
 [0.17645982]]"
0.32088926434516907,0.17609581351280212,"[[0.32088926]
 [0.17609581]]"
0.32023555040359497,0.17574059963226318,"[[0.32023555]
 [0.1757406 ]]"
0.31957030296325684,0.17545759677886963,"[[0.3195703]
 [0.1754576]]"
0.3189182821661234,0.17509931325912476,"[[0.31891828]
 [0.17509931]]"
0.31824361719191074,0.17472562193870544,"[[0.31824362]
 [0.17472562]]"
0.31759389117360115,0.17437390983104706,"[[0.31759389]
 [0.17437391]]"
0.3169463463127613,0.17401672899723053,"[[0.31694635]
 [0.17401673]]"
0.3162996731698513,0.17366135120391846,"[[0.31629967]
 [0.17366135]]"
0.3156577907502651,0.1733074188232422,"[[0.31565779]
 [0.17330742]]"
0.31501422449946404,0.17295622825622559,"[[0.31501422]
 [0.17295623]]"
0.3143731467425823,0.17260193824768066,"[[0.31437315]
 [0.17260194]]"
0.31373233534395695,0.17225363850593567,"[[0.31373234]
 [0.17225364]]"
0.31303862668573856,0.17198672890663147,"[[0.31303863]
 [0.17198673]]"
0.3123987317085266,0.17163684964179993,"[[0.31239873]
 [0.17163685]]"
0.31171438097953796,0.1712535321712494,"[[0.31171438]
 [0.17125353]]"
0.3110790364444256,0.17090563476085663,"[[0.31107904]
 [0.17090563]]"
0.31044135615229607,0.17055891454219818,"[[0.31044136]
 [0.17055891]]"
0.3098070081323385,0.17021213471889496,"[[0.30980701]
 [0.17021213]]"
0.3091754671186209,0.16986317932605743,"[[0.30917547]
 [0.16986318]]"
0.30854681879282,0.16952040791511536,"[[0.30854682]
 [0.16952041]]"
0.3079218342900276,0.1691802442073822,"[[0.30792183]
 [0.16918024]]"
0.3072945810854435,0.16883671283721924,"[[0.30729458]
 [0.16883671]]"
0.30672595277428627,0.1685781180858612,"[[0.30672595]
 [0.16857812]]"
0.30610134452581406,0.16823150217533112,"[[0.30610134]
 [0.1682315 ]]"
0.3054296597838402,0.16786400973796844,"[[0.30542966]
 [0.16786401]]"
0.30480850487947464,0.16752411425113678,"[[0.3048085 ]
 [0.16752411]]"
0.3041815236210823,0.16717351973056793,"[[0.30418152]
 [0.16717352]]"
0.3035623412579298,0.16683737933635712,"[[0.30356234]
 [0.16683738]]"
0.30294528417289257,0.16649918258190155,"[[0.30294528]
 [0.16649918]]"
0.30232657864689827,0.16616201400756836,"[[0.30232658]
 [0.16616201]]"
0.30171122029423714,0.16582438349723816,"[[0.30171122]
 [0.16582438]]"
0.3010948412120342,0.1654895395040512,"[[0.30109484]
 [0.16548954]]"
0.30048609897494316,0.16515304148197174,"[[0.3004861 ]
 [0.16515304]]"
0.29987457022070885,0.16481895744800568,"[[0.29987457]
 [0.16481896]]"
0.29926222190260887,0.16448290646076202,"[[0.29926222]
 [0.16448291]]"
0.2985941208899021,0.16423362493515015,"[[0.29859412]
 [0.16423362]]"
0.297988448292017,0.16390368342399597,"[[0.29798845]
 [0.16390368]]"
0.2973397094756365,0.163549542427063,"[[0.29733971]
 [0.16354954]]"
0.29675245471298695,0.1632418930530548,"[[0.29675245]
 [0.16324189]]"
0.2961415946483612,0.1629105806350708,"[[0.29614159]
 [0.16291058]]"
0.2955259680747986,0.16257432103157043,"[[0.29552597]
 [0.16257432]]"
0.29491981118917465,0.1622457057237625,"[[0.29491981]
 [0.16224571]]"
0.2943197414278984,0.16191400587558746,"[[0.29431974]
 [0.16191401]]"
0.2937195301055908,0.16158577799797058,"[[0.29371953]
 [0.16158578]]"
0.2931272089481354,0.16125881671905518,"[[0.29312721]
 [0.16125882]]"
0.2925287690013647,0.1609330028295517,"[[0.29252877]
 [0.160933  ]]"
0.2919337060302496,0.16060589253902435,"[[0.29193371]
 [0.16060589]]"
0.29133699648082256,0.16027837991714478,"[[0.291337  ]
 [0.16027838]]"
0.29069663397967815,0.16004180908203125,"[[0.29069663]
 [0.16004181]]"
0.2901042941957712,0.15971963107585907,"[[0.29010429]
 [0.15971963]]"
0.2894644979387522,0.15936793386936188,"[[0.2894645 ]
 [0.15936793]]"
0.28887270111590624,0.1590459644794464,"[[0.2888727 ]
 [0.15904596]]"
0.28828100580722094,0.15872037410736084,"[[0.28828101]
 [0.15872037]]"
0.2876912383362651,0.1583985537290573,"[[0.28769124]
 [0.15839855]]"
0.28710764925926924,0.15807680785655975,"[[0.28710765]
 [0.15807681]]"
0.28652268927544355,0.1577538549900055,"[[0.28652269]
 [0.15775385]]"
0.2859407989308238,0.15743207931518555,"[[0.2859408 ]
 [0.15743208]]"
0.2853566128760576,0.15710924565792084,"[[0.28535661]
 [0.15710925]]"
0.28474980778992176,0.15689091384410858,"[[0.28474981]
 [0.15689091]]"
0.28416668344289064,0.1565728485584259,"[[0.28416668]
 [0.15657285]]"
0.283528764732182,0.15621942281723022,"[[0.28352876]
 [0.15621942]]"
0.2829509610310197,0.15590739250183105,"[[0.28295096]
 [0.15590739]]"
0.28237214032560587,0.1555880308151245,"[[0.28237214]
 [0.15558803]]"
0.2817952372133732,0.15527763962745667,"[[0.28179524]
 [0.15527764]]"
0.2812212146818638,0.1549619436264038,"[[0.28122121]
 [0.15496194]]"
0.28064714558422565,0.15465138852596283,"[[0.28064715]
 [0.15465139]]"
0.28007699735462666,0.1543400138616562,"[[0.280077  ]
 [0.15434001]]"
0.2795083178207278,0.1540309488773346,"[[0.27950832]
 [0.15403095]]"
0.27893861662596464,0.1537170708179474,"[[0.27893862]
 [0.15371707]]"
0.27836928609758615,0.15340326726436615,"[[0.27836929]
 [0.15340327]]"
0.27774680498987436,0.15317164361476898,"[[0.2777468 ]
 [0.15317164]]"
0.27718021161854267,0.1528630554676056,"[[0.27718021]
 [0.15286306]]"
0.2765779960900545,0.15253496170043945,"[[0.276578  ]
 [0.15253496]]"
0.2760173035785556,0.15223070979118347,"[[0.2760173 ]
 [0.15223071]]"
0.2754548145458102,0.15192300081253052,"[[0.27545481]
 [0.151923  ]]"
0.27489549946039915,0.15161855518817902,"[[0.2748955 ]
 [0.15161856]]"
0.2743356926366687,0.1513136476278305,"[[0.27433569]
 [0.15131365]]"
0.2737804241478443,0.1510118991136551,"[[0.27378042]
 [0.1510119 ]]"
0.27322645857930183,0.1507084220647812,"[[0.27322646]
 [0.15070842]]"
0.27267675567418337,0.15040329098701477,"[[0.27267676]
 [0.15040329]]"
0.27212481666356325,0.15009722113609314,"[[0.27212482]
 [0.15009722]]"
0.2715711588971317,0.1497964859008789,"[[0.27157116]
 [0.14979649]]"
0.2710535819642246,0.14953398704528809,"[[0.27105358]
 [0.14953399]]"
0.27049815375357866,0.1492328941822052,"[[0.27049815]
 [0.14923289]]"
0.2699213596060872,0.14891573786735535,"[[0.26992136]
 [0.14891574]]"
0.26936985505744815,0.14861412346363068,"[[0.26936986]
 [0.14861412]]"
0.2688186611048877,0.14831118285655975,"[[0.26881866]
 [0.14831118]]"
0.26827193051576614,0.14801165461540222,"[[0.26827193]
 [0.14801165]]"
0.26772622019052505,0.14771077036857605,"[[0.26772622]
 [0.14771077]]"
0.26717835548333824,0.1474108248949051,"[[0.26717836]
 [0.14741082]]"
0.26663389685563743,0.14711563289165497,"[[0.2666339 ]
 [0.14711563]]"
0.2660900035407394,0.14681555330753326,"[[0.26609   ]
 [0.14681555]]"
0.26555269747041166,0.14652059972286224,"[[0.2655527]
 [0.1465206]]"
0.2650161203928292,0.14623147249221802,"[[0.26501612]
 [0.14623147]]"
0.26449574204161763,0.1459609568119049,"[[0.26449574]
 [0.14596096]]"
0.26395803317427635,0.14566537737846375,"[[0.26395803]
 [0.14566538]]"
0.26340707764029503,0.14536190032958984,"[[0.26340708]
 [0.1453619 ]]"
0.26287383842281997,0.1450715810060501,"[[0.26287384]
 [0.14507158]]"
0.2623418669681996,0.14477966725826263,"[[0.26234187]
 [0.14477967]]"
0.2618086925940588,0.14449109137058258,"[[0.26180869]
 [0.14449109]]"
0.2612765423255041,0.1441931277513504,"[[0.26127654]
 [0.14419313]]"
0.26074441196396947,0.1439030021429062,"[[0.26074441]
 [0.143903  ]]"
0.26021697046235204,0.14361466467380524,"[[0.26021697]
 [0.14361466]]"
0.2596888478001347,0.14332599937915802,"[[0.25968885]
 [0.143326  ]]"
0.2591620321472874,0.14303694665431976,"[[0.25916203]
 [0.14303695]]"
0.25862976000644267,0.14274635910987854,"[[0.25862976]
 [0.14274636]]"
0.25810136483050883,0.14245641231536865,"[[0.25810136]
 [0.14245641]]"
0.257578554446809,0.14217115938663483,"[[0.25757855]
 [0.14217116]]"
0.25705772906076163,0.14188192784786224,"[[0.25705773]
 [0.14188193]]"
0.25653398351278156,0.1415988951921463,"[[0.25653398]
 [0.1415989 ]]"
0.2559334667166695,0.1413782685995102,"[[0.25593347]
 [0.14137827]]"
0.2554124901071191,0.14109152555465698,"[[0.25541249]
 [0.14109153]]"
0.2548753032460809,0.14079418778419495,"[[0.2548753 ]
 [0.14079419]]"
0.254357869271189,0.1405128836631775,"[[0.25435787]
 [0.14051288]]"
0.25383862340822816,0.1402263343334198,"[[0.25383862]
 [0.14022633]]"
0.2533170741517097,0.1399429738521576,"[[0.25331707]
 [0.13994297]]"
0.25280200061388314,0.13966163992881775,"[[0.252802  ]
 [0.13966164]]"
0.2522890684194863,0.13937461376190186,"[[0.25228907]
 [0.13937461]]"
0.2517797169275582,0.1390913426876068,"[[0.25177972]
 [0.13909134]]"
0.25126957381144166,0.13881060481071472,"[[0.25126957]
 [0.1388106 ]]"
0.25070046866312623,0.13862022757530212,"[[0.25070047]
 [0.13862023]]"
0.25019360054284334,0.13834436237812042,"[[0.2501936 ]
 [0.13834436]]"
0.24964908231049776,0.13804315030574799,"[[0.24964908]
 [0.13804315]]"
0.24914068449288607,0.13776637613773346,"[[0.24914068]
 [0.13776638]]"
0.24863276351243258,0.1374899297952652,"[[0.24863276]
 [0.13748993]]"
0.24812428560107946,0.13721305131912231,"[[0.24812429]
 [0.13721305]]"
0.2476199110969901,0.13693395256996155,"[[0.24761991]
 [0.13693395]]"
0.24711727816611528,0.13665980100631714,"[[0.24711728]
 [0.1366598 ]]"
0.24661737401038408,0.13638383150100708,"[[0.24661737]
 [0.13638383]]"
0.24611542094498873,0.1361112892627716,"[[0.24611542]
 [0.13611129]]"
0.24561420548707247,0.13583436608314514,"[[0.24561421]
 [0.13583437]]"
0.24511593813076615,0.13555994629859924,"[[0.24511594]
 [0.13555995]]"
0.24461987847462296,0.13528743386268616,"[[0.24461988]
 [0.13528743]]"
0.24412404280155897,0.13501738011837006,"[[0.24412404]
 [0.13501738]]"
0.24362774472683668,0.13474495708942413,"[[0.24362774]
 [0.13474496]]"
0.24313537124544382,0.1344786286354065,"[[0.24313537]
 [0.13447863]]"
0.2426943564787507,0.1342526376247406,"[[0.24269436]
 [0.13425264]]"
0.24220148473978043,0.1339847892522812,"[[0.24220148]
 [0.13398479]]"
0.24167323857545853,0.13369865715503693,"[[0.24167324]
 [0.13369866]]"
0.24118817318230867,0.1334298849105835,"[[0.24118817]
 [0.13342988]]"
0.2406961964443326,0.13316002488136292,"[[0.2406962 ]
 [0.13316002]]"
0.2402125895023346,0.1328953206539154,"[[0.24021259]
 [0.13289532]]"
0.23972433805465698,0.13262829184532166,"[[0.23972434]
 [0.13262829]]"
0.23924391064792871,0.13236336410045624,"[[0.23924391]
 [0.13236336]]"
0.2387593248859048,0.13209392130374908,"[[0.23875932]
 [0.13209392]]"
0.23827456589788198,0.13182729482650757,"[[0.23827457]
 [0.13182729]]"
0.23778919037431479,0.13156303763389587,"[[0.23778919]
 [0.13156304]]"
0.2373026292771101,0.13129647076129913,"[[0.23730263]
 [0.13129647]]"
0.2368206661194563,0.1310323029756546,"[[0.23682067]
 [0.1310323 ]]"
0.23633756954222918,0.13077250123023987,"[[0.23633757]
 [0.1307725 ]]"
0.2358557702973485,0.13050377368927002,"[[0.23585577]
 [0.13050377]]"
0.23537218756973743,0.13024532794952393,"[[0.23537219]
 [0.13024533]]"
0.23489445634186268,0.12998181581497192,"[[0.23489446]
 [0.12998182]]"
0.23441736213862896,0.12971633672714233,"[[0.23441736]
 [0.12971634]]"
0.23394442908465862,0.12945640087127686,"[[0.23394443]
 [0.1294564 ]]"
0.2334692645817995,0.12919282913208008,"[[0.23346926]
 [0.12919283]]"
0.23301424272358418,0.1289415955543518,"[[0.23301424]
 [0.1289416 ]]"
0.23254194296896458,0.12868516147136688,"[[0.23254194]
 [0.12868516]]"
Delta_X,Delta_Y,U1
21.884435534477234,21.154598712921143,"[[21.88443553]
 [21.15459871]]"
3.22678279876709,1.7293794751167297,"[[3.2267828 ]
 [1.72937948]]"
3.22633159160614,1.7301332354545593,"[[3.22633159]
 [1.73013324]]"
3.2259644269943237,1.7293298244476318,"[[3.22596443]
 [1.72932982]]"
3.2284613847732544,1.7299333810806274,"[[3.22846138]
 [1.72993338]]"
3.226886034011841,1.7256048917770386,"[[3.22688603]
 [1.72560489]]"
3.236488938331604,1.7261936664581299,"[[3.23648894]
 [1.72619367]]"
3.234652876853943,1.7204253673553467,"[[3.23465288]
 [1.72042537]]"
3.2392237186431885,1.721726417541504,"[[3.23922372]
 [1.72172642]]"
3.2372645139694214,1.7160046100616455,"[[3.23726451]
 [1.71600461]]"
3.2378082275390625,1.7179828882217407,"[[3.23780823]
 [1.71798289]]"
3.2357800006866455,1.7123515605926514,"[[3.23578   ]
 [1.71235156]]"
3.2352885007858276,1.7148382663726807,"[[3.2352885 ]
 [1.71483827]]"
3.2330275774002075,1.7091333270072937,"[[3.23302758]
 [1.70913333]]"
3.2324013710021973,1.7115585207939148,"[[3.23240137]
 [1.71155852]]"
3.2300339937210083,1.7058820128440857,"[[3.23003399]
 [1.70588201]]"
3.2283185720443726,1.708772361278534,"[[3.22831857]
 [1.70877236]]"
3.2257699966430664,1.7031362652778625,"[[3.22577   ]
 [1.70313627]]"
3.223926305770874,1.705924928188324,"[[3.22392631]
 [1.70592493]]"
3.2212835550308228,1.7003605365753174,"[[3.22128356]
 [1.70036054]]"
3.2190359830856323,1.7031806707382202,"[[3.21903598]
 [1.70318067]]"
3.2162258625030518,1.6975916624069214,"[[3.21622586]
 [1.69759166]]"
3.213618516921997,1.7004727125167847,"[[3.21361852]
 [1.70047271]]"
3.2107295989990234,1.695078432559967,"[[3.2107296 ]
 [1.69507843]]"
3.2077646255493164,1.6978558897972107,"[[3.20776463]
 [1.69785589]]"
3.204656720161438,1.6923041343688965,"[[3.20465672]
 [1.69230413]]"
3.2014098167419434,1.6950161457061768,"[[3.20140982]
 [1.69501615]]"
3.198156476020813,1.6895556449890137,"[[3.19815648]
 [1.68955564]]"
3.1946072578430176,1.69219970703125,"[[3.19460726]
 [1.69219971]]"
3.1911532878875732,1.6867352724075317,"[[3.19115329]
 [1.68673527]]"
3.187353730201721,1.689353346824646,"[[3.18735373]
 [1.68935335]]"
3.183732748031616,1.6839489340782166,"[[3.18373275]
 [1.68394893]]"
3.1797311305999756,1.686460793018341,"[[3.17973113]
 [1.68646079]]"
3.1759822368621826,1.681112915277481,"[[3.17598224]
 [1.68111292]]"
3.1716240644454956,1.6834901869297028,"[[3.17162406]
 [1.68349019]]"
3.1677099466323853,1.678137630224228,"[[3.16770995]
 [1.67813763]]"
3.163160800933838,1.6803606450557709,"[[3.1631608 ]
 [1.68036065]]"
3.1591384410858154,1.6750940680503845,"[[3.15913844]
 [1.67509407]]"
3.1543720960617065,1.6772430539131165,"[[3.1543721 ]
 [1.67724305]]"
3.1501924991607666,1.6720380187034607,"[[3.1501925 ]
 [1.67203802]]"
3.1452447175979614,1.6740249991416931,"[[3.14524472]
 [1.674025  ]]"
3.140987992286682,1.668882668018341,"[[3.14098799]
 [1.66888267]]"
3.135833740234375,1.6706950068473816,"[[3.13583374]
 [1.67069501]]"
3.1314464807510376,1.6655940413475037,"[[3.13144648]
 [1.66559404]]"
3.126137375831604,1.6672458052635193,"[[3.12613738]
 [1.66724581]]"
3.1216418743133545,1.6622108817100525,"[[3.12164187]
 [1.66221088]]"
3.1162065267562866,1.663709819316864,"[[3.11620653]
 [1.66370982]]"
3.111603021621704,1.6587319374084473,"[[3.11160302]
 [1.65873194]]"
3.105948805809021,1.6600714921951294,"[[3.10594881]
 [1.66007149]]"
3.1012542247772217,1.6551456153392792,"[[3.10125422]
 [1.65514562]]"
3.0954997539520264,1.6563087403774261,"[[3.09549975]
 [1.65630874]]"
3.0907140970230103,1.6514568328857422,"[[3.0907141 ]
 [1.65145683]]"
3.0848759412765503,1.6524473428726196,"[[3.08487594]
 [1.65244734]]"
3.0800247192382812,1.6476611495018005,"[[3.08002472]
 [1.64766115]]"
3.074125647544861,1.6485156416893005,"[[3.07412565]
 [1.64851564]]"
3.069195032119751,1.6437797248363495,"[[3.06919503]
 [1.64377972]]"
3.0630974769592285,1.6444855630397797,"[[3.06309748]
 [1.64448556]]"
3.058103322982788,1.6398103833198547,"[[3.05810332]
 [1.63981038]]"
3.0519871711730957,1.6403558850288391,"[[3.05198717]
 [1.64035589]]"
3.0469279289245605,1.635730892419815,"[[3.04692793]
 [1.63573089]]"
3.0407636165618896,1.6361245214939117,"[[3.04076362]
 [1.63612452]]"
3.035658836364746,1.631565809249878,"[[3.03565884]
 [1.63156581]]"
3.0294030904769897,1.6318081617355347,"[[3.02940309]
 [1.63180816]]"
3.0242403745651245,1.62730672955513,"[[3.02424037]
 [1.62730673]]"
3.018047571182251,1.6274369060993195,"[[3.01804757]
 [1.62743691]]"
3.012833595275879,1.6229915022850037,"[[3.0128336]
 [1.6229915]]"
3.006433844566345,1.622974932193756,"[[3.00643384]
 [1.62297493]]"
3.0011706352233887,1.6185786724090576,"[[3.00117064]
 [1.61857867]]"
2.994821310043335,1.6184293031692505,"[[2.99482131]
 [1.6184293 ]]"
2.9895113706588745,1.614083081483841,"[[2.98951137]
 [1.61408308]]"
2.983103036880493,1.6138228476047516,"[[2.98310304]
 [1.61382285]]"
2.977786898612976,1.6095457971096039,"[[2.9777869]
 [1.6095458]]"
2.9714014530181885,1.6091649234294891,"[[2.97140145]
 [1.60916492]]"
2.9660550355911255,1.6049477458000183,"[[2.96605504]
 [1.60494775]]"
2.959740400314331,1.604470431804657,"[[2.9597404 ]
 [1.60447043]]"
2.954376459121704,1.6003113985061646,"[[2.95437646]
 [1.6003114 ]]"
2.9479159116744995,1.5996837615966797,"[[2.94791591]
 [1.59968376]]"
2.9425309896469116,1.595571219921112,"[[2.94253099]
 [1.59557122]]"
2.936171054840088,1.5948664546012878,"[[2.93617105]
 [1.59486645]]"
2.930764675140381,1.5908032059669495,"[[2.93076468]
 [1.59080321]]"
2.924428939819336,1.5899705290794373,"[[2.92442894]
 [1.58997053]]"
2.919002652168274,1.5859646797180176,"[[2.91900265]
 [1.58596468]]"
2.9127529859542847,1.585067868232727,"[[2.91275299]
 [1.58506787]]"
2.9073418378829956,1.58113494515419,"[[2.90734184]
 [1.58113495]]"
2.900943875312805,1.5801065266132355,"[[2.90094388]
 [1.58010653]]"
2.8953652381896973,1.5761119723320007,"[[2.89536524]
 [1.57611197]]"
2.8890246152877808,1.5749981999397278,"[[2.88902462]
 [1.5749982 ]]"
2.883545756340027,1.571122944355011,"[[2.88354576]
 [1.57112294]]"
2.8772616386413574,1.569897711277008,"[[2.87726164]
 [1.56989771]]"
2.871801972389221,1.5660619139671326,"[[2.87180197]
 [1.56606191]]"
2.865567207336426,1.5648017525672913,"[[2.86556721]
 [1.56480175]]"
2.8601030111312866,1.5610112249851227,"[[2.86010301]
 [1.56101122]]"
2.853789448738098,1.5596082508563995,"[[2.85378945]
 [1.55960825]]"
2.8483232259750366,1.5558580458164215,"[[2.84832323]
 [1.55585805]]"
2.8420673608779907,1.5544220507144928,"[[2.84206736]
 [1.55442205]]"
2.836598038673401,1.5507138073444366,"[[2.83659804]
 [1.55071381]]"
2.8303842544555664,1.549210101366043,"[[2.83038425]
 [1.5492101 ]]"
2.824925661087036,1.5455385148525238,"[[2.82492566]
 [1.54553851]]"
2.8187462091445923,1.5439638793468475,"[[2.81874621]
 [1.54396388]]"
2.8132869005203247,1.5403227806091309,"[[2.8132869 ]
 [1.54032278]]"
2.807178258895874,1.5387351512908936,"[[2.80717826]
 [1.53873515]]"
2.801727056503296,1.5351361632347107,"[[2.80172706]
 [1.53513616]]"
2.7955703735351562,1.5334327816963196,"[[2.79557037]
 [1.53343278]]"
2.790128231048584,1.5298550128936768,"[[2.79012823]
 [1.52985501]]"
2.7840336561203003,1.52809476852417,"[[2.78403366]
 [1.52809477]]"
2.778595805168152,1.5245482921600342,"[[2.77859581]
 [1.52454829]]"
